#ies_format_version: 1.0
#file: 20250819_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250819;	132548;	1755590148.000;	       err32
20250819;	132552;	1755590152.000;	        3742
20250819;	132556;	1755590156.000;	        3746
20250819;	132600;	1755590160.000;	        3750
20250819;	132604;	1755590164.000;	        3754
20250819;	132608;	1755590168.000;	        3758
20250819;	132612;	1755590172.000;	        3762
20250819;	132616;	1755590176.000;	        3766
20250819;	132620;	1755590180.000;	        3770
20250819;	132624;	1755590184.000;	        3774
20250819;	132628;	1755590188.000;	       err32
20250819;	132632;	1755590192.000;	       err32
20250819;	132636;	1755590196.000;	       err32
20250819;	132640;	1755590200.000;	       err32
20250819;	132644;	1755590204.000;	       err32
20250819;	132648;	1755590208.000;	       err32
20250819;	132652;	1755590212.000;	       err32
20250819;	132656;	1755590216.000;	       err32
20250819;	132700;	1755590220.000;	       err32
20250819;	132704;	1755590224.000;	       err32
20250819;	132708;	1755590228.000;	       err32
20250819;	132712;	1755590232.000;	       err32
20250819;	132716;	1755590236.000;	       err32
20250819;	132720;	1755590240.000;	       err32
20250819;	132724;	1755590244.000;	       err32
20250819;	132728;	1755590248.000;	        3837
20250819;	132732;	1755590252.000;	        3841
20250819;	132736;	1755590256.000;	        3845
20250819;	132740;	1755590260.000;	        3849
20250819;	132744;	1755590264.000;	        3853
20250819;	132748;	1755590268.000;	        3857
20250819;	132752;	1755590272.000;	        3861
20250819;	132756;	1755590276.000;	        3865
20250819;	132800;	1755590280.000;	        3869
20250819;	132804;	1755590284.000;	        3873
20250819;	132808;	1755590288.000;	        3877
20250819;	132812;	1755590292.000;	        3881
20250819;	132816;	1755590296.000;	        3885
20250819;	132820;	1755590300.000;	        3889
20250819;	132824;	1755590304.000;	        3893
20250819;	132828;	1755590308.000;	        3897
20250819;	132832;	1755590312.000;	        3901
20250819;	132836;	1755590316.000;	        3905
20250819;	132840;	1755590320.000;	        3909
20250819;	132844;	1755590324.000;	        3913
20250819;	132848;	1755590328.000;	        3917
20250819;	132852;	1755590332.000;	        3921
20250819;	132856;	1755590336.000;	        3925
20250819;	132900;	1755590340.000;	        3929
20250819;	132904;	1755590344.000;	        3933
20250819;	132908;	1755590348.000;	        3937
20250819;	132912;	1755590352.000;	        3941
20250819;	132916;	1755590356.000;	       err32
20250819;	132920;	1755590360.000;	       err32
20250819;	132924;	1755590364.000;	       err32
20250819;	132928;	1755590368.000;	       err32
20250819;	132932;	1755590372.000;	       err32
20250819;	132936;	1755590376.000;	       err32
20250819;	132940;	1755590380.000;	       err32
20250819;	132944;	1755590384.000;	       err32
20250819;	132948;	1755590388.000;	       err32
20250819;	132952;	1755590392.000;	       err32
20250819;	132956;	1755590396.000;	       err32
20250819;	133000;	1755590400.000;	       err32
20250819;	133004;	1755590404.000;	       err32
20250819;	133008;	1755590408.000;	       err32
20250819;	133012;	1755590412.000;	       err32
20250819;	133016;	1755590416.000;	       err32
20250819;	133020;	1755590420.000;	       err32
20250819;	133024;	1755590424.000;	       err32
20250819;	133028;	1755590428.000;	       err32
20250819;	133032;	1755590432.000;	       err32
20250819;	133036;	1755590436.000;	       err32
20250819;	133040;	1755590440.000;	       err32
20250819;	133044;	1755590444.000;	       err32
20250819;	133048;	1755590448.000;	       err32
20250819;	133052;	1755590452.000;	       err32
20250819;	133056;	1755590456.000;	       err32
20250819;	133100;	1755590460.000;	       err32
20250819;	133104;	1755590464.000;	       err32
20250819;	133108;	1755590468.000;	       err32
20250819;	133112;	1755590472.000;	       err32
20250819;	133116;	1755590476.000;	       err32
20250819;	133120;	1755590480.000;	       err32
20250819;	133124;	1755590484.000;	       err32
20250819;	133128;	1755590488.000;	       err32
20250819;	133132;	1755590492.000;	       err32
20250819;	133136;	1755590496.000;	       err32
20250819;	133140;	1755590500.000;	       err32
20250819;	133144;	1755590504.000;	       err32
20250819;	133148;	1755590508.000;	       err32
20250819;	133152;	1755590512.000;	       err32
20250819;	133156;	1755590516.000;	       err32
20250819;	133200;	1755590520.000;	       err32
20250819;	133204;	1755590524.000;	       err32
20250819;	133208;	1755590528.000;	       err32
20250819;	133212;	1755590532.000;	       err32
20250819;	133216;	1755590536.000;	       err32
20250819;	133220;	1755590540.000;	       err32
20250819;	133224;	1755590544.000;	       err32
20250819;	133228;	1755590548.000;	       err32
20250819;	133232;	1755590552.000;	       err32
20250819;	133236;	1755590556.000;	       err32
20250819;	133240;	1755590560.000;	       err32
20250819;	133244;	1755590564.000;	       err32
20250819;	133248;	1755590568.000;	       err32
20250819;	133252;	1755590572.000;	       err32
20250819;	133256;	1755590576.000;	       err32
20250819;	133300;	1755590580.000;	       err32
20250819;	133304;	1755590584.000;	       err32
20250819;	133308;	1755590588.000;	       err32
20250819;	133312;	1755590592.000;	       err32
20250819;	133316;	1755590596.000;	       err32
20250819;	133320;	1755590600.000;	       err32
20250819;	133324;	1755590604.000;	       err32
20250819;	133328;	1755590608.000;	       err32
20250819;	133332;	1755590612.000;	       err32
20250819;	133336;	1755590616.000;	       err32
20250819;	133340;	1755590620.000;	       err32
20250819;	133344;	1755590624.000;	       err32
20250819;	133348;	1755590628.000;	       err32
20250819;	133352;	1755590632.000;	       err32
20250819;	133356;	1755590636.000;	       err32
20250819;	133400;	1755590640.000;	       err32
20250819;	133404;	1755590644.000;	       err32
20250819;	133408;	1755590648.000;	       err32
20250819;	133412;	1755590652.000;	       err32
20250819;	133416;	1755590656.000;	       err32
20250819;	133420;	1755590660.000;	       err32
20250819;	133424;	1755590664.000;	       err32
20250819;	133428;	1755590668.000;	       err32
20250819;	133432;	1755590672.000;	       err32
20250819;	133436;	1755590676.000;	       err32
20250819;	133440;	1755590680.000;	       err32
20250819;	133444;	1755590684.000;	       err32
20250819;	133448;	1755590688.000;	       err32
20250819;	133452;	1755590692.000;	       err32
20250819;	133456;	1755590696.000;	       err32
20250819;	133500;	1755590700.000;	       err32
20250819;	133504;	1755590704.000;	       err32
20250819;	133508;	1755590708.000;	       err32
20250819;	133512;	1755590712.000;	       err32
20250819;	133516;	1755590716.000;	       err32
20250819;	133520;	1755590720.000;	       err32
20250819;	133524;	1755590724.000;	       err32
20250819;	133528;	1755590728.000;	       err32
20250819;	133532;	1755590732.000;	       err32
20250819;	133536;	1755590736.000;	       err32
20250819;	133540;	1755590740.000;	       err32
20250819;	133544;	1755590744.000;	       err32
20250819;	133548;	1755590748.000;	       err32
20250819;	133552;	1755590752.000;	       err32
20250819;	133556;	1755590756.000;	       err32
20250819;	133600;	1755590760.000;	       err32
20250819;	133604;	1755590764.000;	       err32
20250819;	133608;	1755590768.000;	       err32
20250819;	133612;	1755590772.000;	       err32
20250819;	133616;	1755590776.000;	       err32
20250819;	133620;	1755590780.000;	       err32
20250819;	133624;	1755590784.000;	       err32
20250819;	133628;	1755590788.000;	       err32
20250819;	133632;	1755590792.000;	       err32
20250819;	133636;	1755590796.000;	       err32
20250819;	133640;	1755590800.000;	       err32
20250819;	133644;	1755590804.000;	       err32
20250819;	133648;	1755590808.000;	       err32
20250819;	133652;	1755590812.000;	       err32
20250819;	133656;	1755590816.000;	       err32
20250819;	133700;	1755590820.000;	       err32
20250819;	133704;	1755590824.000;	       err32
20250819;	133708;	1755590828.000;	       err32
20250819;	133712;	1755590832.000;	       err32
20250819;	133716;	1755590836.000;	       err32
20250819;	133720;	1755590840.000;	       err32
20250819;	133724;	1755590844.000;	       err32
20250819;	133728;	1755590848.000;	       err32
20250819;	133732;	1755590852.000;	       err32
20250819;	133736;	1755590856.000;	       err32
20250819;	133740;	1755590860.000;	       err32
20250819;	133744;	1755590864.000;	       err32
20250819;	133748;	1755590868.000;	        4442
20250819;	133752;	1755590872.000;	        4446
20250819;	133756;	1755590876.000;	        4450
20250819;	133800;	1755590880.000;	        4454
20250819;	133804;	1755590884.000;	        4458
20250819;	133808;	1755590888.000;	        4462
20250819;	133812;	1755590892.000;	        4466
20250819;	133816;	1755590896.000;	        4470
20250819;	133820;	1755590900.000;	        4474
20250819;	133824;	1755590904.000;	        4478
20250819;	133828;	1755590908.000;	        4482
20250819;	133832;	1755590912.000;	        4486
20250819;	133836;	1755590916.000;	        4490
20250819;	133840;	1755590920.000;	        4494
20250819;	133844;	1755590924.000;	        4498
20250819;	133848;	1755590928.000;	        4502
20250819;	133852;	1755590932.000;	        4506
20250819;	133856;	1755590936.000;	        4510
20250819;	133900;	1755590940.000;	        4514
20250819;	133904;	1755590944.000;	        4518
20250819;	133908;	1755590948.000;	        4522
20250819;	133912;	1755590952.000;	        4526
20250819;	133916;	1755590956.000;	        4530
20250819;	133920;	1755590960.000;	        4534
20250819;	133924;	1755590964.000;	        4538
20250819;	133928;	1755590968.000;	        4542
20250819;	133932;	1755590972.000;	        4546
20250819;	133936;	1755590976.000;	        4550
20250819;	133940;	1755590980.000;	        4554
20250819;	133944;	1755590984.000;	        4558
20250819;	133948;	1755590988.000;	        4562
20250819;	133952;	1755590992.000;	        4566
20250819;	133956;	1755590996.000;	        4570
20250819;	134000;	1755591000.000;	        4574
20250819;	134004;	1755591004.000;	        4578
20250819;	134008;	1755591008.000;	        4582
20250819;	134012;	1755591012.000;	        4586
20250819;	134016;	1755591016.000;	        4590
20250819;	134020;	1755591020.000;	        4594
20250819;	134024;	1755591024.000;	        4598
20250819;	134028;	1755591028.000;	        4602
20250819;	134032;	1755591032.000;	        4606
20250819;	134036;	1755591036.000;	        4610
20250819;	134040;	1755591040.000;	        4614
20250819;	134044;	1755591044.000;	        4618
20250819;	134048;	1755591048.000;	       err32
20250819;	134052;	1755591052.000;	       err32
20250819;	134056;	1755591056.000;	       err32
20250819;	134100;	1755591060.000;	       err32
20250819;	134104;	1755591064.000;	       err32
20250819;	134108;	1755591068.000;	       err32
20250819;	134112;	1755591072.000;	       err32
20250819;	134116;	1755591076.000;	       err32
20250819;	134120;	1755591080.000;	       err32
20250819;	134124;	1755591084.000;	       err32
20250819;	134128;	1755591088.000;	       err32
20250819;	134132;	1755591092.000;	       err32
20250819;	134136;	1755591096.000;	       err32
20250819;	134140;	1755591100.000;	       err32
20250819;	134144;	1755591104.000;	       err32
20250819;	134148;	1755591108.000;	       err32
20250819;	134152;	1755591112.000;	       err32
20250819;	134156;	1755591116.000;	       err32
20250819;	134200;	1755591120.000;	       err32
20250819;	134204;	1755591124.000;	       err32
20250819;	134208;	1755591128.000;	       err32
20250819;	134212;	1755591132.000;	       err32
20250819;	134216;	1755591136.000;	       err32
20250819;	134220;	1755591140.000;	       err32
20250819;	134224;	1755591144.000;	       err32
20250819;	134228;	1755591148.000;	       err32
20250819;	134232;	1755591152.000;	       err32
20250819;	134236;	1755591156.000;	       err32
20250819;	134240;	1755591160.000;	       err32
20250819;	134244;	1755591164.000;	       err32
20250819;	134248;	1755591168.000;	       err32
20250819;	134252;	1755591172.000;	       err32
20250819;	134256;	1755591176.000;	       err32
20250819;	134300;	1755591180.000;	       err32
20250819;	134304;	1755591184.000;	       err32
20250819;	134308;	1755591188.000;	       err32
20250819;	134312;	1755591192.000;	       err32
20250819;	134316;	1755591196.000;	       err32
20250819;	134320;	1755591200.000;	       err32
20250819;	134324;	1755591204.000;	       err32
20250819;	134328;	1755591208.000;	       err32
20250819;	134332;	1755591212.000;	       err32
20250819;	134336;	1755591216.000;	       err32
20250819;	134340;	1755591220.000;	       err32
20250819;	134344;	1755591224.000;	       err32
20250819;	134348;	1755591228.000;	       err32
20250819;	134352;	1755591232.000;	       err32
20250819;	134356;	1755591236.000;	       err32
20250819;	134400;	1755591240.000;	       err32
20250819;	134404;	1755591244.000;	       err32
20250819;	134408;	1755591248.000;	       err32
20250819;	134412;	1755591252.000;	       err32
20250819;	134416;	1755591256.000;	       err32
20250819;	134420;	1755591260.000;	       err32
20250819;	134424;	1755591264.000;	       err32
20250819;	134428;	1755591268.000;	       err32
20250819;	134432;	1755591272.000;	       err32
20250819;	134436;	1755591276.000;	       err32
20250819;	134440;	1755591280.000;	       err32
20250819;	134444;	1755591284.000;	       err32
20250819;	134448;	1755591288.000;	       err32
20250819;	134452;	1755591292.000;	       err32
20250819;	134456;	1755591296.000;	       err32
20250819;	134500;	1755591300.000;	       err32
20250819;	134504;	1755591304.000;	       err32
20250819;	134508;	1755591308.000;	       err32
20250819;	134512;	1755591312.000;	       err32
20250819;	134516;	1755591316.000;	       err32
20250819;	134520;	1755591320.000;	       err32
20250819;	134524;	1755591324.000;	       err32
20250819;	134528;	1755591328.000;	       err32
20250819;	134532;	1755591332.000;	       err32
20250819;	134536;	1755591336.000;	       err32
20250819;	134540;	1755591340.000;	       err32
20250819;	134544;	1755591344.000;	       err32
20250819;	134548;	1755591348.000;	       err32
20250819;	134552;	1755591352.000;	       err32
20250819;	134556;	1755591356.000;	       err32
20250819;	134600;	1755591360.000;	       err32
20250819;	134604;	1755591364.000;	       err32
20250819;	134608;	1755591368.000;	       err32
20250819;	134612;	1755591372.000;	       err32
20250819;	134616;	1755591376.000;	       err32
20250819;	134620;	1755591380.000;	       err32
20250819;	134624;	1755591384.000;	       err32
20250819;	134628;	1755591388.000;	       err32
20250819;	134632;	1755591392.000;	       err32
20250819;	134636;	1755591396.000;	       err32
20250819;	134640;	1755591400.000;	       err32
20250819;	134644;	1755591404.000;	       err32
20250819;	134648;	1755591408.000;	       err32
20250819;	134652;	1755591412.000;	       err32
20250819;	134656;	1755591416.000;	       err32
20250819;	134700;	1755591420.000;	       err32
20250819;	134704;	1755591424.000;	        err7
20250819;	134708;	1755591428.000;	        4993
20250819;	134712;	1755591432.000;	        4997
20250819;	134716;	1755591436.000;	        5001
20250819;	134720;	1755591440.000;	        5005
20250819;	134724;	1755591444.000;	        5009
20250819;	134728;	1755591448.000;	        5013
20250819;	134732;	1755591452.000;	        5017
20250819;	134736;	1755591456.000;	        5021
20250819;	134740;	1755591460.000;	        5025
20250819;	134744;	1755591464.000;	        5029
20250819;	134748;	1755591468.000;	        5033
20250819;	134752;	1755591472.000;	        5037
20250819;	134756;	1755591476.000;	        5041
20250819;	134800;	1755591480.000;	        5045
20250819;	134804;	1755591484.000;	        5049
20250819;	134808;	1755591488.000;	        5053
20250819;	134812;	1755591492.000;	        5057
20250819;	134816;	1755591496.000;	        5061
20250819;	134820;	1755591500.000;	        5065
20250819;	134824;	1755591504.000;	        5069
20250819;	134828;	1755591508.000;	        5073
20250819;	134832;	1755591512.000;	        5077
20250819;	134836;	1755591516.000;	        5081
20250819;	134840;	1755591520.000;	        5085
20250819;	134844;	1755591524.000;	        5089
20250819;	134848;	1755591528.000;	        5093
20250819;	134852;	1755591532.000;	        5097
20250819;	134856;	1755591536.000;	        5101
20250819;	134900;	1755591540.000;	        5105
20250819;	134904;	1755591544.000;	        5109
20250819;	134908;	1755591548.000;	        5113
20250819;	134912;	1755591552.000;	        5117
20250819;	134916;	1755591556.000;	       err32
20250819;	134920;	1755591560.000;	       err32
20250819;	134924;	1755591564.000;	       err32
20250819;	134928;	1755591568.000;	       err32
20250819;	134932;	1755591572.000;	       err32
20250819;	134936;	1755591576.000;	       err32
20250819;	134940;	1755591580.000;	       err32
20250819;	134944;	1755591584.000;	       err32
20250819;	134948;	1755591588.000;	       err32
20250819;	134952;	1755591592.000;	       err32
20250819;	134956;	1755591596.000;	       err32
20250819;	135000;	1755591600.000;	       err32
20250819;	135004;	1755591604.000;	        5168
20250819;	135008;	1755591608.000;	        5172
20250819;	135012;	1755591612.000;	        5176
20250819;	135016;	1755591616.000;	        5180
20250819;	135020;	1755591620.000;	        5184
20250819;	135024;	1755591624.000;	        5188
20250819;	135028;	1755591628.000;	        5192
20250819;	135032;	1755591632.000;	        5196
20250819;	135036;	1755591636.000;	        5200
20250819;	135040;	1755591640.000;	        5204
20250819;	135044;	1755591644.000;	        5208
20250819;	135048;	1755591648.000;	        5212
20250819;	135052;	1755591652.000;	        5216
20250819;	135056;	1755591656.000;	        5220
20250819;	135100;	1755591660.000;	        5224
20250819;	135104;	1755591664.000;	        5228
20250819;	135108;	1755591668.000;	        5232
20250819;	135112;	1755591672.000;	        5236
20250819;	135116;	1755591676.000;	        5240
20250819;	135120;	1755591680.000;	        5244
20250819;	135124;	1755591684.000;	        5248
20250819;	135128;	1755591688.000;	        5252
20250819;	135132;	1755591692.000;	        5256
20250819;	135136;	1755591696.000;	        5260
20250819;	135140;	1755591700.000;	        5264
20250819;	135144;	1755591704.000;	        5268
20250819;	135148;	1755591708.000;	        5272
20250819;	135152;	1755591712.000;	        5276
20250819;	135156;	1755591716.000;	        5280
20250819;	135200;	1755591720.000;	        5284
20250819;	135204;	1755591724.000;	        5288
20250819;	135208;	1755591728.000;	        5292
20250819;	135212;	1755591732.000;	        5296
20250819;	135216;	1755591736.000;	        5300
20250819;	135220;	1755591740.000;	        5304
20250819;	135224;	1755591744.000;	        5308
20250819;	135228;	1755591748.000;	       err32
20250819;	135232;	1755591752.000;	       err32
20250819;	135236;	1755591756.000;	       err32
20250819;	135240;	1755591760.000;	       err32
20250819;	135244;	1755591764.000;	       err32
20250819;	135248;	1755591768.000;	       err32
20250819;	135252;	1755591772.000;	       err32
20250819;	135256;	1755591776.000;	       err32
20250819;	135300;	1755591780.000;	       err32
20250819;	135304;	1755591784.000;	       err32
20250819;	135308;	1755591788.000;	       err32
20250819;	135312;	1755591792.000;	       err32
20250819;	135316;	1755591796.000;	       err32
20250819;	135320;	1755591800.000;	       err32
20250819;	135324;	1755591804.000;	       err32
20250819;	135328;	1755591808.000;	       err32
20250819;	135332;	1755591812.000;	       err32
20250819;	135336;	1755591816.000;	       err32
20250819;	135340;	1755591820.000;	       err32
20250819;	135344;	1755591824.000;	       err32
20250819;	135348;	1755591828.000;	       err32
20250819;	135352;	1755591832.000;	       err32
20250819;	135356;	1755591836.000;	       err32
20250819;	135400;	1755591840.000;	       err32
20250819;	135404;	1755591844.000;	       err32
20250819;	135408;	1755591848.000;	       err32
20250819;	135412;	1755591852.000;	       err32
20250819;	135416;	1755591856.000;	       err32
20250819;	135420;	1755591860.000;	        5421
20250819;	135424;	1755591864.000;	        5425
20250819;	135428;	1755591868.000;	        5429
20250819;	135432;	1755591872.000;	        5433
20250819;	135436;	1755591876.000;	        5437
20250819;	135440;	1755591880.000;	        5441
20250819;	135444;	1755591884.000;	        5445
20250819;	135448;	1755591888.000;	        5449
20250819;	135452;	1755591892.000;	        5453
20250819;	135456;	1755591896.000;	        5457
20250819;	135500;	1755591900.000;	        5461
20250819;	135504;	1755591904.000;	        5465
20250819;	135508;	1755591908.000;	        5469
20250819;	135512;	1755591912.000;	        5473
20250819;	135516;	1755591916.000;	        5477
20250819;	135520;	1755591920.000;	        5481
20250819;	135524;	1755591924.000;	        5485
20250819;	135528;	1755591928.000;	        5489
20250819;	135532;	1755591932.000;	        5493
20250819;	135536;	1755591936.000;	        5497
20250819;	135540;	1755591940.000;	        5501
20250819;	135544;	1755591944.000;	        5505
20250819;	135548;	1755591948.000;	        5509
20250819;	135552;	1755591952.000;	        5513
20250819;	135556;	1755591956.000;	        5517
20250819;	135600;	1755591960.000;	        5521
20250819;	135604;	1755591964.000;	        5525
20250819;	135608;	1755591968.000;	        5529
20250819;	135612;	1755591972.000;	        5533
20250819;	135616;	1755591976.000;	        5537
20250819;	135620;	1755591980.000;	        5541
20250819;	135624;	1755591984.000;	        5545
20250819;	135628;	1755591988.000;	        5549
20250819;	135632;	1755591992.000;	        5553
20250819;	135636;	1755591996.000;	        5557
20250819;	135640;	1755592000.000;	        5561
20250819;	135644;	1755592004.000;	        5565
20250819;	135648;	1755592008.000;	        5569
20250819;	135652;	1755592012.000;	        5573
20250819;	135656;	1755592016.000;	        5577
20250819;	135700;	1755592020.000;	        5581
20250819;	135704;	1755592024.000;	        5585
20250819;	135708;	1755592028.000;	        5589
20250819;	135712;	1755592032.000;	        5593
20250819;	135716;	1755592036.000;	        5597
20250819;	135720;	1755592040.000;	        5601
20250819;	135724;	1755592044.000;	        5605
20250819;	135728;	1755592048.000;	        5609
20250819;	135732;	1755592052.000;	        5613
20250819;	135736;	1755592056.000;	        5617
20250819;	135740;	1755592060.000;	        5621
20250819;	135744;	1755592064.000;	        5625
20250819;	135748;	1755592068.000;	        5629
20250819;	135752;	1755592072.000;	        5633
20250819;	135756;	1755592076.000;	        5637
20250819;	135800;	1755592080.000;	        5641
20250819;	135804;	1755592084.000;	        5645
20250819;	135808;	1755592088.000;	        5649
20250819;	135812;	1755592092.000;	        5653
20250819;	135816;	1755592096.000;	        5657
20250819;	135820;	1755592100.000;	        5661
20250819;	135824;	1755592104.000;	        5665
20250819;	135828;	1755592108.000;	        5669
20250819;	135832;	1755592112.000;	        5673
20250819;	135836;	1755592116.000;	        5677
20250819;	135840;	1755592120.000;	        5681
20250819;	135844;	1755592124.000;	        5685
20250819;	135848;	1755592128.000;	        5689
20250819;	135852;	1755592132.000;	        5693
20250819;	135856;	1755592136.000;	        5697
20250819;	135900;	1755592140.000;	        5701
20250819;	135904;	1755592144.000;	        5705
20250819;	135908;	1755592148.000;	        5709
20250819;	135912;	1755592152.000;	        5713
20250819;	135916;	1755592156.000;	        5717
20250819;	135920;	1755592160.000;	       err32
20250819;	135924;	1755592164.000;	       err32
20250819;	135928;	1755592168.000;	       err32
20250819;	135932;	1755592172.000;	       err32
20250819;	135936;	1755592176.000;	       err32
20250819;	135940;	1755592180.000;	        err7
20250819;	135944;	1755592184.000;	        5745
20250819;	135948;	1755592188.000;	        5749
20250819;	135952;	1755592192.000;	        5753
20250819;	135956;	1755592196.000;	       err32
20250819;	140000;	1755592200.000;	       err32
20250819;	140004;	1755592204.000;	       err32
20250819;	140008;	1755592208.000;	       err32
20250819;	140012;	1755592212.000;	       err32
20250819;	140016;	1755592216.000;	       err32
20250819;	140020;	1755592220.000;	       err32
20250819;	140024;	1755592224.000;	       err32
20250819;	140028;	1755592228.000;	       err32
20250819;	140032;	1755592232.000;	       err32
20250819;	140036;	1755592236.000;	       err32
20250819;	140040;	1755592240.000;	       err32
20250819;	140044;	1755592244.000;	       err32
20250819;	140048;	1755592248.000;	       err32
20250819;	140052;	1755592252.000;	       err32
20250819;	140056;	1755592256.000;	       err32
20250819;	140100;	1755592260.000;	       err32
20250819;	140104;	1755592264.000;	       err32
20250819;	140108;	1755592268.000;	        err7
20250819;	140112;	1755592272.000;	        5831
20250819;	140116;	1755592276.000;	        5835
20250819;	140120;	1755592280.000;	        5839
20250819;	140124;	1755592284.000;	       err32
20250819;	140128;	1755592288.000;	       err32
20250819;	140132;	1755592292.000;	       err32
20250819;	140136;	1755592296.000;	       err32
20250819;	140140;	1755592300.000;	       err32
20250819;	140144;	1755592304.000;	       err32
20250819;	140148;	1755592308.000;	       err32
20250819;	140152;	1755592312.000;	       err32
20250819;	140156;	1755592316.000;	       err32
20250819;	140200;	1755592320.000;	       err32
20250819;	140204;	1755592324.000;	       err32
20250819;	140208;	1755592328.000;	       err32
20250819;	140212;	1755592332.000;	       err32
20250819;	140216;	1755592336.000;	       err32
20250819;	140220;	1755592340.000;	       err32
20250819;	140224;	1755592344.000;	       err32
20250819;	140228;	1755592348.000;	       err32
20250819;	140232;	1755592352.000;	       err32
20250819;	140236;	1755592356.000;	       err32
20250819;	140240;	1755592360.000;	       err32
20250819;	140244;	1755592364.000;	       err32
20250819;	140248;	1755592368.000;	       err32
20250819;	140252;	1755592372.000;	       err32
20250819;	140256;	1755592376.000;	       err32
20250819;	140300;	1755592380.000;	       err32
20250819;	140304;	1755592384.000;	       err32
20250819;	140308;	1755592388.000;	       err32
20250819;	140312;	1755592392.000;	       err32
20250819;	140316;	1755592396.000;	       err32
20250819;	140320;	1755592400.000;	       err32
20250819;	140324;	1755592404.000;	       err32
20250819;	140328;	1755592408.000;	       err32
20250819;	140332;	1755592412.000;	       err32
20250819;	140336;	1755592416.000;	       err32
20250819;	140340;	1755592420.000;	       err32
20250819;	140344;	1755592424.000;	       err32
20250819;	140348;	1755592428.000;	       err32
20250819;	140352;	1755592432.000;	       err32
20250819;	140356;	1755592436.000;	       err32
20250819;	140400;	1755592440.000;	       err32
20250819;	140404;	1755592444.000;	       err32
20250819;	140408;	1755592448.000;	       err32
20250819;	140412;	1755592452.000;	       err32
20250819;	140416;	1755592456.000;	       err32
20250819;	140420;	1755592460.000;	       err32
20250819;	140424;	1755592464.000;	       err32
20250819;	140428;	1755592468.000;	       err32
20250819;	140432;	1755592472.000;	       err32
20250819;	140436;	1755592476.000;	       err32
20250819;	140440;	1755592480.000;	       err32
20250819;	140444;	1755592484.000;	       err32
20250819;	140448;	1755592488.000;	       err32
20250819;	140452;	1755592492.000;	       err32
20250819;	140456;	1755592496.000;	       err32
20250819;	140500;	1755592500.000;	       err32
20250819;	140504;	1755592504.000;	       err32
20250819;	140508;	1755592508.000;	       err32
20250819;	140512;	1755592512.000;	       err32
20250819;	140516;	1755592516.000;	       err32
20250819;	140520;	1755592520.000;	       err32
20250819;	140524;	1755592524.000;	       err32
20250819;	140528;	1755592528.000;	       err32
20250819;	140532;	1755592532.000;	       err32
20250819;	140536;	1755592536.000;	       err32
20250819;	140540;	1755592540.000;	       err32
20250819;	140544;	1755592544.000;	       err32
20250819;	140548;	1755592548.000;	       err32
20250819;	140552;	1755592552.000;	       err32
20250819;	140556;	1755592556.000;	       err32
20250819;	140600;	1755592560.000;	       err32
20250819;	140604;	1755592564.000;	       err32
20250819;	140608;	1755592568.000;	       err32
20250819;	140612;	1755592572.000;	       err32
20250819;	140616;	1755592576.000;	       err32
20250819;	140620;	1755592580.000;	       err32
20250819;	140624;	1755592584.000;	       err32
20250819;	140628;	1755592588.000;	       err32
20250819;	140632;	1755592592.000;	       err32
20250819;	140636;	1755592596.000;	       err32
20250819;	140640;	1755592600.000;	       err32
20250819;	140644;	1755592604.000;	       err32
20250819;	140648;	1755592608.000;	       err32
20250819;	140652;	1755592612.000;	       err32
20250819;	140656;	1755592616.000;	       err32
20250819;	140700;	1755592620.000;	       err32
20250819;	140704;	1755592624.000;	       err32
20250819;	140708;	1755592628.000;	       err32
20250819;	140712;	1755592632.000;	       err32
20250819;	140716;	1755592636.000;	       err32
20250819;	140720;	1755592640.000;	       err32
20250819;	140724;	1755592644.000;	       err32
20250819;	140728;	1755592648.000;	       err32
20250819;	140732;	1755592652.000;	       err32
20250819;	140736;	1755592656.000;	       err32
20250819;	140740;	1755592660.000;	       err32
20250819;	140744;	1755592664.000;	       err32
20250819;	140748;	1755592668.000;	       err32
20250819;	140752;	1755592672.000;	       err32
20250819;	140756;	1755592676.000;	       err32
20250819;	140800;	1755592680.000;	       err32
20250819;	140804;	1755592684.000;	       err32
20250819;	140808;	1755592688.000;	       err32
20250819;	140812;	1755592692.000;	       err32
20250819;	140816;	1755592696.000;	       err32
20250819;	140820;	1755592700.000;	       err32
20250819;	140824;	1755592704.000;	       err32
20250819;	140828;	1755592708.000;	       err32
20250819;	140832;	1755592712.000;	       err32
20250819;	140836;	1755592716.000;	       err32
20250819;	140840;	1755592720.000;	       err32
20250819;	140844;	1755592724.000;	       err32
20250819;	140848;	1755592728.000;	       err32
20250819;	140852;	1755592732.000;	       err32
20250819;	140856;	1755592736.000;	       err32
20250819;	140900;	1755592740.000;	       err32
20250819;	140904;	1755592744.000;	       err32
20250819;	140908;	1755592748.000;	       err32
