#ies_format_version: 1.0
#file: 20250820_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250820;	104804;	1755667084.000;	         994
20250820;	104808;	1755667088.000;	         998
20250820;	104812;	1755667092.000;	        1002
20250820;	104816;	1755667096.000;	        1006
20250820;	104820;	1755667100.000;	        1010
20250820;	104824;	1755667104.000;	        1014
20250820;	104828;	1755667108.000;	        1018
20250820;	104832;	1755667112.000;	        1022
20250820;	104836;	1755667116.000;	        1026
20250820;	104840;	1755667120.000;	        1030
20250820;	104844;	1755667124.000;	        1034
20250820;	104848;	1755667128.000;	        1038
20250820;	104852;	1755667132.000;	        1042
20250820;	104856;	1755667136.000;	        1046
20250820;	104900;	1755667140.000;	        1050
20250820;	104904;	1755667144.000;	        1054
20250820;	104908;	1755667148.000;	        1058
20250820;	104912;	1755667152.000;	        1062
20250820;	104916;	1755667156.000;	        1066
20250820;	104920;	1755667160.000;	        1070
20250820;	104924;	1755667164.000;	        1074
20250820;	104928;	1755667168.000;	        1078
20250820;	104932;	1755667172.000;	        1082
20250820;	104936;	1755667176.000;	        1086
20250820;	104940;	1755667180.000;	        1090
20250820;	104944;	1755667184.000;	        1094
20250820;	104948;	1755667188.000;	        1098
20250820;	104952;	1755667192.000;	        1102
20250820;	104956;	1755667196.000;	        1106
20250820;	105000;	1755667200.000;	        1110
20250820;	105004;	1755667204.000;	        1114
20250820;	105008;	1755667208.000;	        1118
20250820;	105012;	1755667212.000;	        1122
20250820;	105016;	1755667216.000;	        1126
20250820;	105020;	1755667220.000;	        1130
20250820;	105024;	1755667224.000;	        1134
20250820;	105028;	1755667228.000;	        1138
20250820;	105032;	1755667232.000;	        1142
20250820;	105036;	1755667236.000;	        1146
20250820;	105040;	1755667240.000;	        1150
20250820;	105044;	1755667244.000;	        1154
20250820;	105048;	1755667248.000;	        1158
20250820;	105052;	1755667252.000;	        1162
20250820;	105056;	1755667256.000;	        1166
20250820;	105100;	1755667260.000;	        1170
20250820;	105104;	1755667264.000;	        1174
20250820;	105108;	1755667268.000;	        1178
20250820;	105112;	1755667272.000;	        1182
20250820;	105116;	1755667276.000;	        1186
20250820;	105120;	1755667280.000;	        1190
20250820;	105124;	1755667284.000;	        1194
20250820;	105128;	1755667288.000;	        1198
20250820;	105132;	1755667292.000;	        1202
20250820;	105136;	1755667296.000;	        1206
20250820;	105140;	1755667300.000;	        1210
20250820;	105144;	1755667304.000;	        1214
20250820;	105148;	1755667308.000;	        1218
20250820;	105152;	1755667312.000;	        1222
20250820;	105156;	1755667316.000;	        1226
20250820;	105200;	1755667320.000;	        1230
20250820;	105204;	1755667324.000;	        1234
20250820;	105208;	1755667328.000;	       err32
20250820;	105212;	1755667332.000;	       err32
20250820;	105216;	1755667336.000;	       err32
20250820;	105220;	1755667340.000;	       err32
20250820;	105224;	1755667344.000;	       err32
20250820;	105228;	1755667348.000;	       err32
20250820;	105232;	1755667352.000;	       err32
20250820;	105236;	1755667356.000;	       err32
20250820;	105240;	1755667360.000;	       err32
20250820;	105244;	1755667364.000;	       err32
20250820;	105248;	1755667368.000;	       err32
20250820;	105252;	1755667372.000;	       err32
20250820;	105256;	1755667376.000;	       err32
20250820;	105300;	1755667380.000;	       err32
20250820;	105304;	1755667384.000;	       err32
20250820;	105308;	1755667388.000;	       err32
20250820;	105312;	1755667392.000;	       err32
20250820;	105316;	1755667396.000;	       err32
20250820;	105320;	1755667400.000;	       err32
20250820;	105324;	1755667404.000;	       err32
20250820;	105328;	1755667408.000;	       err32
20250820;	105332;	1755667412.000;	       err32
20250820;	105336;	1755667416.000;	       err32
20250820;	105340;	1755667420.000;	       err32
20250820;	105344;	1755667424.000;	       err32
20250820;	105348;	1755667428.000;	       err32
20250820;	105352;	1755667432.000;	       err32
20250820;	105356;	1755667436.000;	       err32
20250820;	105400;	1755667440.000;	       err32
20250820;	105404;	1755667444.000;	       err32
20250820;	105408;	1755667448.000;	       err32
20250820;	105412;	1755667452.000;	       err32
20250820;	105416;	1755667456.000;	       err32
20250820;	105420;	1755667460.000;	       err32
20250820;	105424;	1755667464.000;	       err32
20250820;	105428;	1755667468.000;	       err32
20250820;	105432;	1755667472.000;	       err32
20250820;	105436;	1755667476.000;	       err32
20250820;	105440;	1755667480.000;	       err32
20250820;	105444;	1755667484.000;	       err32
20250820;	105448;	1755667488.000;	       err32
20250820;	105452;	1755667492.000;	       err32
20250820;	105456;	1755667496.000;	       err32
20250820;	105500;	1755667500.000;	       err32
20250820;	105504;	1755667504.000;	       err32
20250820;	105508;	1755667508.000;	       err32
20250820;	105512;	1755667512.000;	       err32
20250820;	105516;	1755667516.000;	       err32
20250820;	105520;	1755667520.000;	       err32
20250820;	105524;	1755667524.000;	       err32
20250820;	105528;	1755667528.000;	       err32
20250820;	105532;	1755667532.000;	       err32
20250820;	105536;	1755667536.000;	       err32
20250820;	105540;	1755667540.000;	       err32
20250820;	105544;	1755667544.000;	       err32
20250820;	105548;	1755667548.000;	       err32
20250820;	105552;	1755667552.000;	       err32
20250820;	105556;	1755667556.000;	       err32
20250820;	105600;	1755667560.000;	       err32
20250820;	105604;	1755667564.000;	       err32
20250820;	105608;	1755667568.000;	       err32
20250820;	105612;	1755667572.000;	       err32
20250820;	105616;	1755667576.000;	       err32
20250820;	105620;	1755667580.000;	       err32
20250820;	105624;	1755667584.000;	       err32
20250820;	105628;	1755667588.000;	       err32
20250820;	105632;	1755667592.000;	       err32
20250820;	105636;	1755667596.000;	       err32
20250820;	105640;	1755667600.000;	       err32
20250820;	105644;	1755667604.000;	       err32
20250820;	105648;	1755667608.000;	       err32
20250820;	105652;	1755667612.000;	       err32
20250820;	105656;	1755667616.000;	       err32
20250820;	105700;	1755667620.000;	       err32
20250820;	105704;	1755667624.000;	       err32
20250820;	105708;	1755667628.000;	       err32
20250820;	105712;	1755667632.000;	       err32
20250820;	105716;	1755667636.000;	       err32
20250820;	105720;	1755667640.000;	       err32
20250820;	105724;	1755667644.000;	       err32
20250820;	105728;	1755667648.000;	       err32
20250820;	105732;	1755667652.000;	       err32
20250820;	105736;	1755667656.000;	       err32
20250820;	105740;	1755667660.000;	       err32
20250820;	105744;	1755667664.000;	       err32
20250820;	105748;	1755667668.000;	       err32
20250820;	105752;	1755667672.000;	       err32
20250820;	105756;	1755667676.000;	       err32
20250820;	105800;	1755667680.000;	       err32
20250820;	105804;	1755667684.000;	       err32
20250820;	105808;	1755667688.000;	       err32
20250820;	105812;	1755667692.000;	       err32
20250820;	105816;	1755667696.000;	       err32
20250820;	105820;	1755667700.000;	       err32
20250820;	105824;	1755667704.000;	       err32
20250820;	105828;	1755667708.000;	       err32
20250820;	105832;	1755667712.000;	       err32
20250820;	105836;	1755667716.000;	       err32
20250820;	105840;	1755667720.000;	       err32
20250820;	105844;	1755667724.000;	       err32
20250820;	105848;	1755667728.000;	       err32
20250820;	105852;	1755667732.000;	       err32
20250820;	105856;	1755667736.000;	       err32
20250820;	105900;	1755667740.000;	       err32
20250820;	105904;	1755667744.000;	       err32
20250820;	105908;	1755667748.000;	       err32
20250820;	105912;	1755667752.000;	       err32
20250820;	105916;	1755667756.000;	       err32
20250820;	105920;	1755667760.000;	       err32
20250820;	105924;	1755667764.000;	       err32
20250820;	105928;	1755667768.000;	       err32
20250820;	105932;	1755667772.000;	       err32
20250820;	105936;	1755667776.000;	       err32
20250820;	105940;	1755667780.000;	       err32
20250820;	105944;	1755667784.000;	       err32
20250820;	105948;	1755667788.000;	       err32
20250820;	105952;	1755667792.000;	       err32
20250820;	105956;	1755667796.000;	       err32
20250820;	110000;	1755667800.000;	       err32
20250820;	110004;	1755667804.000;	       err32
20250820;	110008;	1755667808.000;	       err32
20250820;	110012;	1755667812.000;	       err32
20250820;	110016;	1755667816.000;	       err32
20250820;	110020;	1755667820.000;	       err32
20250820;	110024;	1755667824.000;	       err32
20250820;	110028;	1755667828.000;	       err32
20250820;	110032;	1755667832.000;	       err32
20250820;	110036;	1755667836.000;	       err32
20250820;	110040;	1755667840.000;	       err32
20250820;	110044;	1755667844.000;	       err32
20250820;	110048;	1755667848.000;	       err32
20250820;	110052;	1755667852.000;	       err32
20250820;	110056;	1755667856.000;	       err32
20250820;	110100;	1755667860.000;	       err32
20250820;	110104;	1755667864.000;	       err32
20250820;	110108;	1755667868.000;	       err32
20250820;	110112;	1755667872.000;	       err32
20250820;	110116;	1755667876.000;	       err32
20250820;	110120;	1755667880.000;	       err32
20250820;	110124;	1755667884.000;	       err32
20250820;	110128;	1755667888.000;	       err32
20250820;	110132;	1755667892.000;	       err32
20250820;	110136;	1755667896.000;	       err32
20250820;	110140;	1755667900.000;	       err32
20250820;	110144;	1755667904.000;	       err32
20250820;	110148;	1755667908.000;	       err32
20250820;	110152;	1755667912.000;	       err32
20250820;	110156;	1755667916.000;	       err32
20250820;	110200;	1755667920.000;	       err32
20250820;	110204;	1755667924.000;	       err32
20250820;	110208;	1755667928.000;	       err32
20250820;	110212;	1755667932.000;	       err32
20250820;	110216;	1755667936.000;	       err32
20250820;	110220;	1755667940.000;	       err32
20250820;	110224;	1755667944.000;	       err32
20250820;	110228;	1755667948.000;	       err32
20250820;	110232;	1755667952.000;	       err32
20250820;	110236;	1755667956.000;	       err32
20250820;	110240;	1755667960.000;	       err32
20250820;	110244;	1755667964.000;	       err32
20250820;	110248;	1755667968.000;	       err32
20250820;	110252;	1755667972.000;	       err32
20250820;	110256;	1755667976.000;	       err32
20250820;	110300;	1755667980.000;	       err32
20250820;	110304;	1755667984.000;	       err32
20250820;	110308;	1755667988.000;	       err32
20250820;	110312;	1755667992.000;	       err32
20250820;	110316;	1755667996.000;	       err32
20250820;	110320;	1755668000.000;	       err32
20250820;	110324;	1755668004.000;	       err32
20250820;	110328;	1755668008.000;	       err32
20250820;	110332;	1755668012.000;	       err32
20250820;	110336;	1755668016.000;	       err32
20250820;	110340;	1755668020.000;	       err32
20250820;	110344;	1755668024.000;	       err32
20250820;	110348;	1755668028.000;	       err32
20250820;	110352;	1755668032.000;	       err32
20250820;	110356;	1755668036.000;	       err32
20250820;	110400;	1755668040.000;	       err32
20250820;	110404;	1755668044.000;	       err32
20250820;	110408;	1755668048.000;	       err32
20250820;	110412;	1755668052.000;	       err32
20250820;	110416;	1755668056.000;	       err32
20250820;	110420;	1755668060.000;	       err32
20250820;	110424;	1755668064.000;	       err32
20250820;	110428;	1755668068.000;	       err32
20250820;	110432;	1755668072.000;	       err32
20250820;	110436;	1755668076.000;	       err32
20250820;	110440;	1755668080.000;	       err32
20250820;	110444;	1755668084.000;	       err32
20250820;	110448;	1755668088.000;	       err32
20250820;	110452;	1755668092.000;	       err32
20250820;	110456;	1755668096.000;	       err32
20250820;	110500;	1755668100.000;	       err32
20250820;	110504;	1755668104.000;	       err32
20250820;	110508;	1755668108.000;	       err32
20250820;	110512;	1755668112.000;	       err32
20250820;	110516;	1755668116.000;	       err32
20250820;	110520;	1755668120.000;	       err32
20250820;	110524;	1755668124.000;	       err32
20250820;	110528;	1755668128.000;	       err32
20250820;	110532;	1755668132.000;	       err32
20250820;	110536;	1755668136.000;	       err32
20250820;	110540;	1755668140.000;	       err32
20250820;	110544;	1755668144.000;	       err32
20250820;	110548;	1755668148.000;	       err32
20250820;	110552;	1755668152.000;	       err32
20250820;	110556;	1755668156.000;	       err32
20250820;	110600;	1755668160.000;	       err32
20250820;	110604;	1755668164.000;	       err32
20250820;	110608;	1755668168.000;	       err32
20250820;	110612;	1755668172.000;	       err32
20250820;	110616;	1755668176.000;	       err32
20250820;	110620;	1755668180.000;	       err32
20250820;	110624;	1755668184.000;	       err32
20250820;	110628;	1755668188.000;	       err32
20250820;	110632;	1755668192.000;	       err32
20250820;	110636;	1755668196.000;	       err32
20250820;	110640;	1755668200.000;	       err32
20250820;	110644;	1755668204.000;	       err32
20250820;	110648;	1755668208.000;	       err32
20250820;	110652;	1755668212.000;	       err32
20250820;	110656;	1755668216.000;	       err32
20250820;	110700;	1755668220.000;	       err32
20250820;	110704;	1755668224.000;	       err32
20250820;	110708;	1755668228.000;	       err32
20250820;	110712;	1755668232.000;	       err32
20250820;	110716;	1755668236.000;	       err32
20250820;	110720;	1755668240.000;	       err32
20250820;	110724;	1755668244.000;	       err32
20250820;	110728;	1755668248.000;	       err32
20250820;	110732;	1755668252.000;	       err32
20250820;	110736;	1755668256.000;	       err32
20250820;	110740;	1755668260.000;	       err32
20250820;	110744;	1755668264.000;	       err32
20250820;	110748;	1755668268.000;	       err32
20250820;	110752;	1755668272.000;	       err32
20250820;	110756;	1755668276.000;	       err32
20250820;	110800;	1755668280.000;	       err32
20250820;	110804;	1755668284.000;	       err32
20250820;	110808;	1755668288.000;	       err32
20250820;	110812;	1755668292.000;	       err32
20250820;	110816;	1755668296.000;	       err32
20250820;	110820;	1755668300.000;	       err32
20250820;	110824;	1755668304.000;	       err32
20250820;	110828;	1755668308.000;	       err32
20250820;	110832;	1755668312.000;	       err32
20250820;	110836;	1755668316.000;	       err32
20250820;	110840;	1755668320.000;	       err32
20250820;	110844;	1755668324.000;	       err32
20250820;	110848;	1755668328.000;	       err32
20250820;	110852;	1755668332.000;	       err32
20250820;	110856;	1755668336.000;	       err32
20250820;	110900;	1755668340.000;	       err32
20250820;	110904;	1755668344.000;	       err32
20250820;	110908;	1755668348.000;	       err32
20250820;	110912;	1755668352.000;	       err32
20250820;	110916;	1755668356.000;	       err32
20250820;	110920;	1755668360.000;	       err32
20250820;	110924;	1755668364.000;	       err32
20250820;	110928;	1755668368.000;	       err32
20250820;	110932;	1755668372.000;	       err32
20250820;	110936;	1755668376.000;	       err32
20250820;	110940;	1755668380.000;	       err32
20250820;	110944;	1755668384.000;	       err32
20250820;	110948;	1755668388.000;	       err32
20250820;	110952;	1755668392.000;	       err32
20250820;	110956;	1755668396.000;	       err32
20250820;	111000;	1755668400.000;	       err32
20250820;	111004;	1755668404.000;	       err32
20250820;	111008;	1755668408.000;	       err32
20250820;	111012;	1755668412.000;	       err32
20250820;	111016;	1755668416.000;	       err32
20250820;	111020;	1755668420.000;	       err32
20250820;	111024;	1755668424.000;	       err32
20250820;	111028;	1755668428.000;	       err32
20250820;	111032;	1755668432.000;	       err32
20250820;	111036;	1755668436.000;	       err32
20250820;	111040;	1755668440.000;	       err32
20250820;	111044;	1755668444.000;	       err32
20250820;	111048;	1755668448.000;	       err32
20250820;	111052;	1755668452.000;	       err32
20250820;	111056;	1755668456.000;	       err32
20250820;	111100;	1755668460.000;	       err32
20250820;	111104;	1755668464.000;	       err32
20250820;	111108;	1755668468.000;	       err32
20250820;	111112;	1755668472.000;	       err32
20250820;	111116;	1755668476.000;	       err32
20250820;	111120;	1755668480.000;	       err32
20250820;	111124;	1755668484.000;	       err32
20250820;	111128;	1755668488.000;	       err32
20250820;	111132;	1755668492.000;	       err32
20250820;	111136;	1755668496.000;	       err32
20250820;	111140;	1755668500.000;	       err32
20250820;	111144;	1755668504.000;	       err32
20250820;	111148;	1755668508.000;	       err32
20250820;	111152;	1755668512.000;	       err32
20250820;	111156;	1755668516.000;	       err32
20250820;	111200;	1755668520.000;	       err32
20250820;	111204;	1755668524.000;	       err32
20250820;	111208;	1755668528.000;	       err32
20250820;	111212;	1755668532.000;	       err32
20250820;	111216;	1755668536.000;	       err32
20250820;	111220;	1755668540.000;	       err32
20250820;	111224;	1755668544.000;	       err32
20250820;	111228;	1755668548.000;	       err32
20250820;	111232;	1755668552.000;	       err32
20250820;	111236;	1755668556.000;	       err32
20250820;	111240;	1755668560.000;	       err32
20250820;	111244;	1755668564.000;	       err32
20250820;	111248;	1755668568.000;	       err32
20250820;	111252;	1755668572.000;	       err32
20250820;	111256;	1755668576.000;	       err32
20250820;	111300;	1755668580.000;	       err32
20250820;	111304;	1755668584.000;	       err32
20250820;	111308;	1755668588.000;	       err32
20250820;	111312;	1755668592.000;	       err32
20250820;	111316;	1755668596.000;	       err32
20250820;	111320;	1755668600.000;	       err32
20250820;	111324;	1755668604.000;	       err32
20250820;	111328;	1755668608.000;	       err32
20250820;	111332;	1755668612.000;	       err32
20250820;	111336;	1755668616.000;	       err32
20250820;	111340;	1755668620.000;	       err32
20250820;	111344;	1755668624.000;	       err32
20250820;	111348;	1755668628.000;	       err32
20250820;	111352;	1755668632.000;	       err32
20250820;	111356;	1755668636.000;	       err32
20250820;	111400;	1755668640.000;	       err32
20250820;	111404;	1755668644.000;	       err32
20250820;	111408;	1755668648.000;	       err32
20250820;	111412;	1755668652.000;	       err32
20250820;	111416;	1755668656.000;	       err32
20250820;	111420;	1755668660.000;	       err32
20250820;	111424;	1755668664.000;	       err32
20250820;	111428;	1755668668.000;	       err32
20250820;	111432;	1755668672.000;	       err32
20250820;	111436;	1755668676.000;	       err32
20250820;	111440;	1755668680.000;	       err32
20250820;	111444;	1755668684.000;	       err32
20250820;	111448;	1755668688.000;	       err32
20250820;	111452;	1755668692.000;	       err32
20250820;	111456;	1755668696.000;	       err32
20250820;	111500;	1755668700.000;	       err32
20250820;	111504;	1755668704.000;	       err32
